,ID,Cardio_service,MMA_service,Cycling_service,HSI_unlimited,Total_Revenues_Package,Total_Discount_Promo,Duration,Observed,W,Province_Quebec
1459873,9500036190421825,0,0,1,0,87.49,0.0,358.0,False,328.0,0
18306814,9600066382121825,1,1,1,0,151.93,30.0,152.0,False,122.0,1
94982,9500016859871825,0,0,1,0,77.49,0.0,485.0,False,455.0,0
14235088,9500187513431825,1,0,0,0,0.0,0.0,12.0,True,-6.0,0
14316229,9500189530631825,1,1,0,0,0.0,0.0,18.0,True,-7.0,0
6759456,9500094132831825,1,0,0,0,65.95,0.0,78.0,False,48.0,0
13179052,9500162966061825,1,0,0,1,93.0,0.0,206.0,False,176.0,0
2427344,9500044664351825,1,0,0,1,98.0,0.0,59.0,False,29.0,0
13693438,9500170826331825,1,1,1,0,180.49,48.0,27.0,False,-3.0,0
21266079,9600144656081825,1,0,1,1,135.49,20.0,109.0,False,79.0,1
18350067,9600067753941825,1,1,1,0,134.44,24.0,244.0,False,214.0,1
3520957,9500058400421825,1,1,1,0,184.43,24.0,443.0,False,413.0,0
13876514,9500178652431825,0,0,1,0,0.0,0.0,27.0,False,-3.0,0
20386088,9600118421221825,0,1,1,0,91.48,20.0,64.0,False,34.0,1
12092864,9500152464041825,1,0,0,1,113.0,0.0,76.0,False,46.0,0
16802242,9600033755451825,0,1,1,0,101.48,0.0,356.0,False,326.0,1
8048097,9500108649121825,1,0,1,1,15.0,0.0,175.0,True,157.0,0
10653234,9500136314821825,0,0,1,0,0.0,0.0,322.0,True,312.0,0
3669894,9500060515241825,1,1,0,1,141.99,40.0,130.0,False,100.0,0
2425800,9500044651631825,1,0,1,1,103.0,0.0,63.0,False,33.0,0
3484435,9500057885061825,0,0,1,0,0.0,0.0,221.0,True,200.0,0
11085391,9500140903571825,0,0,1,0,69.49,0.0,143.0,False,113.0,0
15597373,9500238627881825,1,1,1,0,0.0,0.0,2.0,True,-23.0,0
6459441,9500091022331825,1,1,1,1,214.48000000000002,36.0,440.0,False,410.0,0
18828198,9600082379631825,1,1,1,0,143.99,60.0,37.0,False,7.0,1
7797993,9500105686611825,0,0,1,0,46.49,0.0,72.0,False,42.0,0
21253743,9600144187061825,1,0,0,0,0.0,0.0,27.0,True,16.0,1
1183033,9500031131451825,0,0,1,0,77.49,0.0,165.0,False,135.0,0
4192098,9500066412821825,1,0,1,1,143.5,30.0,408.0,False,378.0,0
13614114,9500168280101825,0,1,0,0,39.99,0.0,4.0,True,-1.0,0
1594047,9500037446751825,1,1,1,0,0.0,0.0,288.0,True,277.0,0
4743475,9500072169361825,0,0,1,0,77.49,0.0,263.0,False,233.0,0
23161271,9600236883721825,1,0,0,1,90.95,35.0,7.0,False,-23.0,1
81601,9500016771171825,0,1,1,0,126.47999999999999,0.0,108.0,False,78.0,0
16295633,9600027641291825,1,0,1,0,0.0,25.0,356.0,True,330.0,1
19824043,9600107122191825,0,0,1,0,56.49,0.0,179.0,True,149.0,1
9354274,9500122762631825,1,0,1,0,134.94,10.0,172.0,True,161.0,0
23168921,9600238129641825,1,1,1,1,180.99,48.0,7.0,False,-23.0,1
17659077,9600054836281825,1,1,1,1,162.44,30.0,53.0,False,23.0,1
14341272,9500190243851825,1,1,1,1,200.49,105.0,23.0,False,-7.0,0
18117990,9600063294991825,1,1,1,1,136.99,54.0,331.0,True,326.0,1
22305328,9600177757061825,0,0,1,0,23.0,0.0,24.0,True,-3.0,1
5330217,9500078721261825,1,1,0,1,146.99,55.0,78.0,False,48.0,0
14316066,9500189527501825,1,0,1,1,135.5,67.5,23.0,False,-7.0,0
22342205,9600179568761825,1,0,0,0,0.0,0.0,11.0,True,-3.0,1
15354411,9500223752121825,1,0,0,1,93.0,25.0,12.0,False,-18.0,0
1147764,9500030814661825,0,1,0,0,56.99,0.0,329.0,False,299.0,0
18345686,9600067582341825,1,0,1,1,101.0,29.0,243.0,False,213.0,1
23236203,9600254440971825,1,0,1,1,140.0,15.0,0.0,False,-30.0,1
8400741,9500112829401825,1,0,1,0,107.45,24.0,142.0,False,112.0,0
5665829,9500081636811825,1,1,1,0,53.99,0.0,176.0,True,151.0,0
6120578,9500087556501825,1,0,1,1,137.99,0.0,30.0,False,0.0,0
2758745,9500048422211825,1,0,1,0,107.45,15.0,101.0,False,71.0,0
3224822,9500054855661825,1,1,1,1,189.49,0.0,120.0,False,90.0,0
8947771,9500118678311825,1,0,1,0,97.5,0.0,44.0,True,29.0,0
18726759,9600077216031825,0,1,1,0,0.0,0.0,144.0,True,126.0,1
14469263,9500194084891825,1,0,1,1,135.5,53.0,22.0,False,-8.0,0
19432101,9600096420211825,1,0,1,1,96.0,24.0,70.0,False,40.0,1
16729427,9600033104011825,1,1,1,0,153.93,15.0,264.0,True,262.0,1
5750305,9500083321531825,1,0,1,1,135.5,40.5,41.0,True,35.0,0
22702760,9600200672401825,1,1,1,1,143.94,30.0,20.0,False,-10.0,1
21934825,9600158562191825,1,1,1,0,0.0,0.0,311.0,True,305.0,1
12371595,9500156025981825,1,0,0,1,0.0,0.0,24.0,True,18.0,0
19014103,9600085565861825,1,0,1,1,131.49,24.0,333.0,False,303.0,1
16932599,9600034918211825,1,1,1,0,134.94,14.0,364.0,False,334.0,1
13345118,9500164794671825,1,1,1,1,245.93,0.0,108.0,True,105.0,0
15654326,9500243486391825,1,0,0,1,103.0,18.0,4.0,False,-26.0,0
12844465,9500160125651825,1,1,1,0,225.43,60.0,143.0,False,113.0,0
23176919,9600239260871825,1,0,0,1,80.0,15.0,6.0,False,-24.0,1
15027596,9500211985401825,1,1,1,1,221.49,33.0,16.0,False,-14.0,0
21234363,9600143069271825,0,0,1,0,19.0,6.0,249.0,False,219.0,1
17762398,9600057427831825,1,0,0,1,85.0,15.0,40.0,True,38.0,1
20096287,9600111842851825,1,1,1,1,160.98000000000002,25.0,132.0,True,117.0,1
1744190,9500038654881825,1,0,1,1,180.49,0.0,91.0,False,61.0,0
11708489,9500147837791825,1,0,0,1,93.0,0.0,32.0,False,2.0,0
14461892,9500193847221825,1,0,0,1,103.0,38.0,14.0,True,-8.0,0
6306020,9500089489171825,0,0,1,0,51.5,0.0,50.0,False,20.0,0
17682824,9600055350211825,1,1,1,0,0.0,0.0,32.0,True,30.0,1
5554666,9500080792591825,1,1,1,0,207.48,36.0,316.0,False,286.0,0
2949067,9500050370111825,1,1,1,1,202.43,0.0,65.0,False,35.0,0
3909133,9500063178591825,1,0,1,1,160.5,60.5,75.0,False,45.0,0
11281383,9500143390851825,1,1,0,1,141.99,0.0,33.0,False,3.0,0
5025116,9500074548591825,1,1,1,1,178.44,10.0,105.0,False,75.0,0
14673548,9500200406511825,0,0,1,0,0.0,0.0,5.0,True,-10.0,0
6906567,9500095603801825,1,0,1,1,158.44,0.0,266.0,False,236.0,0
7239717,9500099178201825,1,0,1,1,150.44,0.0,456.0,False,426.0,0
5264720,9500077832651825,0,0,1,0,59.99,0.0,91.0,True,88.0,0
22551000,9600190992041825,1,0,0,1,75.0,0.0,23.0,False,-7.0,1
21033080,9600139832131825,1,1,1,1,160.99,48.0,170.0,False,140.0,1
10194634,9500131819671825,1,1,1,0,150.94,24.0,66.0,False,36.0,0
21650238,9600152013661825,1,0,1,1,105.0,0.0,35.0,False,5.0,1
8538928,9500114151511825,1,1,1,1,269.43,0.0,225.0,False,195.0,0
4031094,9500064509651825,1,1,1,1,194.48000000000002,42.0,243.0,False,213.0,0
3908886,9500063176511825,0,0,1,0,0.0,0.0,76.0,False,46.0,0
6084738,9500087230131825,1,0,0,1,103.0,0.0,60.0,False,30.0,0
11278240,9500143365291825,1,1,0,1,146.99,32.0,31.0,False,1.0,0
20829685,9600132425861825,1,1,1,1,134.94,0.0,83.0,True,81.0,1
5333233,9500078756241825,0,0,1,0,0.0,0.0,117.0,False,87.0,0
1893101,9500040002911825,0,0,1,0,69.49,0.0,93.0,False,63.0,0
12387347,9500156341871825,1,0,0,0,0.0,0.0,42.0,True,15.0,0
3472347,9500057718821825,1,0,1,1,145.5,52.5,210.0,True,203.0,0
11534915,9500145829161825,1,0,1,0,129.49,0.0,90.0,False,60.0,0
9391099,9500123065081825,1,0,1,1,170.49,0.0,46.0,False,16.0,0
13991818,9500181577981825,1,0,1,1,113.0,0.0,26.0,False,-4.0,0
236254,9500018047861825,1,1,1,0,192.43,30.0,456.0,False,426.0,0
8012253,9500108274481825,1,1,1,0,171.94,20.0,172.0,True,160.0,0
949784,9500028477431825,0,1,1,0,113.47999999999999,0.0,417.0,False,387.0,0
13474835,9500165799441825,1,1,1,1,185.44,36.0,134.0,False,104.0,0
5802717,9500083906491825,1,0,1,0,128.45,32.0,64.0,False,34.0,0
8901371,9500117974591825,1,1,1,1,184.49,0.0,385.0,False,355.0,0
18675002,9600076499031825,1,0,1,1,115.95,0.0,160.0,False,130.0,1
15719519,9600016003401825,0,1,1,0,88.48,28.0,75.0,False,45.0,1
18044879,9600061670551825,0,1,1,0,69.99000000000001,38.0,345.0,True,332.0,1
14624712,9500198858761825,0,0,1,0,0.0,0.0,0.0,True,-10.0,0
6143303,9500087783551825,1,1,1,0,203.43,0.0,116.0,False,86.0,0
10366202,9500133810621825,1,0,0,1,103.0,0.0,136.0,False,106.0,0
3272822,9500055668451825,1,0,1,1,120.5,0.0,94.0,False,64.0,0
2118056,9500041689321825,0,0,1,0,0.0,0.0,231.0,False,201.0,0
21395667,9600149058921825,1,0,0,0,67.45,0.0,84.0,True,70.0,1
22413616,9600183301051825,1,0,0,0,0.0,0.0,16.0,True,-5.0,1
21907021,9600157400331825,1,0,1,1,100.0,22.0,38.0,False,8.0,1
23064725,9600223212071825,1,0,1,0,92.95,29.0,12.0,False,-18.0,1
15475261,9500230148101825,1,1,0,1,136.99,53.0,10.0,False,-20.0,0
11245458,9500143027861825,1,1,0,0,0.0,0.0,27.0,True,3.0,0
10548281,9500135618871825,1,1,1,1,219.48000000000002,38.0,307.0,False,277.0,0
16309969,9600027711081825,1,1,1,1,173.93,0.0,140.0,False,110.0,1
14563047,9500196984511825,0,0,1,0,25.0,0.0,21.0,False,-9.0,0
13982017,9500181354481825,1,0,0,0,0.0,0.0,22.0,True,-4.0,0
21648589,9600151953291825,1,1,1,0,136.93,0.0,110.0,False,80.0,1
9288860,9500121953981825,1,1,1,0,178.44,65.0,70.0,False,40.0,0
16280744,9600027504171825,1,1,1,1,202.48000000000002,60.0,145.0,False,115.0,1
13243795,9500164031291825,1,0,1,1,173.44,0.0,119.0,False,89.0,0
7354683,9500101179231825,1,1,1,1,200.49,90.0,38.0,False,8.0,0
10554086,9500135674051825,1,1,1,1,194.99,30.0,467.0,False,437.0,0
15292716,9500221062861825,1,1,1,0,0.0,0.0,10.0,True,-17.0,0
6032025,9500086520891825,1,0,1,1,125.95,0.0,37.0,True,21.0,0
19442092,9600096609081825,1,0,1,1,110.95,0.0,53.0,True,25.0,1
2706111,9500047897521825,1,1,1,1,25.0,0.0,169.0,False,139.0,0
17484599,9600052284781825,1,1,1,1,190.48000000000002,49.0,268.0,False,238.0,1
1660860,9500037977491825,1,0,0,0,74.95,0.0,370.0,True,342.0,0
7803843,9500105734551825,1,1,0,1,158.94,0.0,47.0,False,17.0,0
18062502,9600061925171825,1,1,1,0,167.93,0.0,114.0,True,93.0,1
4881838,9500073025041825,1,1,1,1,238.48,48.0,475.0,False,445.0,0
15967567,9600021689741825,1,0,1,1,109.45,31.0,35.0,False,5.0,1
22952556,9600214825211825,1,0,0,1,102.95,0.0,15.0,False,-15.0,1
22931758,9600213541911825,1,0,0,1,85.95,18.95,11.0,True,-15.0,1
13957842,9500180794711825,1,1,1,0,0.0,0.0,6.0,True,-4.0,0
22704128,9600200752681825,1,1,1,1,144.99,25.0,19.0,False,-11.0,1
5874379,9500084562831825,0,1,1,0,0.0,0.0,86.0,True,59.0,0
20810149,9600131733281825,1,1,1,1,175.99,53.0,432.0,False,402.0,1
1811628,9500039171231825,1,0,1,1,184.44,32.0,161.0,False,131.0,0
15801332,9600017926911825,0,0,1,0,0.0,0.0,157.0,False,127.0,1
9593232,9500125264511825,1,0,1,1,158.44,0.0,60.0,False,30.0,0
19861282,9600107515141825,1,1,1,1,158.99,60.0,39.0,False,9.0,1
17851711,9600058799081825,0,1,1,0,78.48,0.0,363.0,False,333.0,1
8099301,9500109062341825,1,0,1,1,167.44,0.0,265.0,False,235.0,0
7245943,9500099295771825,1,1,1,0,0.0,24.0,274.0,True,252.0,0
5175873,9500076729891825,1,0,1,1,182.49,32.0,158.0,False,128.0,0
17373200,9600050459631825,1,1,1,0,155.93,18.0,231.0,False,201.0,1
3837734,9500062365051825,1,0,1,1,135.0,0.0,12.0,True,7.0,0
4370636,9500068403551825,0,1,1,0,126.47999999999999,0.0,109.0,False,79.0,0
17524638,9600052632441825,0,1,1,0,51.989999999999995,0.0,268.0,False,238.0,1
3387447,9500057000971825,1,0,1,0,0.0,0.0,72.0,True,69.0,0
2338357,9500043838531825,1,1,1,0,118.94,0.0,178.0,False,148.0,0
13653021,9500169477521825,1,0,0,0,0.0,40.0,5.0,True,-1.0,0
19562411,9600099986051825,1,0,1,1,111.95,24.0,31.0,False,1.0,1
4254914,9500066996371825,1,1,1,0,159.44,42.0,398.0,False,368.0,0
20718594,9600130300491825,0,1,1,0,98.98,0.0,125.0,False,95.0,1
17818960,9600058343251825,0,1,1,0,69.99000000000001,20.0,88.0,False,58.0,1
19603441,9600100431691825,1,0,0,0,0.0,0.0,20.0,True,4.0,1
3009697,9500051153201825,1,0,0,1,90.0,0.0,32.0,True,20.0,0
5125908,9500076009491825,1,0,1,1,200.49,28.0,81.0,False,51.0,0
11006696,9500139902921825,1,1,0,0,0.0,0.0,31.0,True,12.0,0
15685400,9500248040601825,0,1,1,0,81.99000000000001,23.0,3.0,False,-27.0,0
10281877,9500132919231825,1,1,1,1,181.49,48.0,173.0,False,143.0,0
18938861,9600083260141825,1,0,1,0,0.0,0.0,214.0,True,201.0,1
14974848,9500210186311825,0,0,1,0,0.0,0.0,2.0,True,-14.0,0
18802900,9600081983481825,0,1,1,0,78.48,10.0,279.0,False,249.0,1
22726686,9600202191481825,1,1,1,0,119.99000000000001,67.0,11.0,True,-11.0,1
15478675,9500230363831825,0,0,1,0,25.0,0.0,10.0,False,-20.0,0
14266089,9500188305841825,1,1,1,0,0.0,0.0,5.0,True,-6.0,0
22944402,9600214327081825,1,1,1,1,156.99,90.99000000000001,15.0,False,-15.0,1
1165674,9500030973971825,1,1,1,0,211.43,30.0,510.0,False,480.0,0
7081187,9500097629521825,1,0,1,1,145.5,45.0,125.0,False,95.0,0
19464724,9600097163121825,1,1,1,1,135.94,36.0,54.0,False,24.0,1
19627372,9600100840231825,0,1,1,0,60.99,0.0,230.0,False,200.0,1
15713770,9500255168791825,1,0,0,1,103.0,23.0,0.0,False,-30.0,0
19065168,9600086256701825,0,0,1,0,30.5,0.0,354.0,True,333.0,1
21153162,9600141324711825,1,1,1,1,143.94,30.0,116.0,False,86.0,1
15099467,9500214614431825,0,0,1,0,0.0,0.0,1.0,True,-15.0,0
14117670,9500184446751825,1,0,0,0,0.0,0.0,11.0,True,-5.0,0
11243079,9500143004911825,1,0,0,0,70.0,0.0,16.0,True,3.0,0
15326097,9500222330801825,1,1,1,1,169.49,81.5,12.0,False,-18.0,0
22474071,9600186701201825,1,0,1,1,101.0,52.0,8.0,True,-6.0,1
4909673,9500073211161825,0,0,1,0,87.49,0.0,302.0,False,272.0,0
15263970,9500219975861825,1,0,0,1,93.0,0.0,13.0,False,-17.0,0
16011301,9600022707211825,1,0,1,1,130.49,14.0,177.0,False,147.0,1
15701342,9500251247161825,1,0,1,1,150.5,45.5,2.0,False,-28.0,0
22630134,9600195763591825,1,1,1,1,152.99,64.0,21.0,False,-9.0,1
13032108,9500161330231825,0,1,1,0,126.47999999999999,0.0,195.0,False,165.0,0
10601344,9500135978321825,1,0,1,0,150.49,20.0,468.0,False,438.0,0
13614470,9500168287881825,1,0,1,1,133.5,43.0,29.0,False,-1.0,0
9455917,9500123607601825,1,0,1,1,156.5,50.0,51.0,False,21.0,0
16043776,9600023801241825,1,0,1,1,140.49,35.0,97.0,False,67.0,1
1396670,9500034791571825,1,0,0,1,98.0,0.0,79.0,False,49.0,0
18104796,9600063052341825,1,0,0,1,58.95,0.0,58.0,False,28.0,1
23196631,9600242874141825,1,0,0,1,85.0,10.0,5.0,False,-25.0,1
4694821,9500071825831825,1,1,0,1,171.94,0.0,58.0,False,28.0,0
19863744,9600107662641825,1,1,1,1,170.44,30.0,35.0,False,5.0,1
19448446,9600096718711825,1,1,0,1,127.44,14.0,40.0,True,14.0,1
23143510,9600234449741825,1,1,1,1,145.99,78.0,9.0,False,-21.0,1
7880215,9500106446371825,1,0,1,1,128.0,32.0,31.0,False,1.0,0
14721054,9500201996301825,1,1,1,0,0.0,0.0,5.0,True,-11.0,0
19598785,9600100346631825,0,0,1,0,47.99,0.0,87.0,False,57.0,1
14007729,9500181960441825,1,0,1,0,0.0,0.0,12.0,True,-4.0,0
1466794,9500036342151825,0,0,1,0,69.49,0.0,287.0,False,257.0,0
7406178,9500101762261825,1,1,0,1,0.0,20.0,15.0,True,7.0,0
18110965,9600063142511825,1,1,1,0,151.48000000000002,49.0,356.0,False,326.0,1
6820636,9500094714481825,1,1,0,1,170.99,0.0,60.0,False,30.0,0
6657018,9500093371281825,1,1,1,1,226.43,50.0,386.0,False,356.0,0
5313210,9500078462291825,1,0,1,1,185.44,0.0,46.0,True,32.0,0
9986178,9500129589281825,1,0,1,0,0.0,0.0,13.0,True,8.0,0
23179180,9600239610841825,1,0,1,0,0.0,0.0,1.0,True,-24.0,1
12122269,9500152703541825,0,0,1,0,77.49,0.0,279.0,False,249.0,0
15707787,9500252810861825,1,0,1,1,133.5,20.5,1.0,False,-29.0,0
13427589,9500165381141825,0,1,1,0,81.99000000000001,0.0,241.0,False,211.0,0
15520554,9500233381361825,0,0,1,0,32.5,17.5,9.0,False,-21.0,0
12414844,9500156763941825,1,0,1,1,135.5,27.5,93.0,False,63.0,0
13451732,9500165575511825,1,1,1,0,0.0,0.0,37.0,True,36.0,0
8665400,9500115277241825,1,1,1,0,207.43,0.0,483.0,True,458.0,0
7178087,9500098672981825,0,1,1,0,76.49000000000001,0.0,147.0,False,117.0,0
9657888,9500126315901825,0,1,1,0,68.99000000000001,0.0,46.0,False,16.0,0
617314,9500023233721825,0,0,1,0,0.0,0.0,112.0,False,82.0,0
10413391,9500134266441825,1,0,1,1,150.5,69.0,118.0,False,88.0,0
1978421,9500040710111825,1,0,1,1,162.49,16.0,238.0,False,208.0,0
9849873,9500128528401825,1,0,1,0,136.44,0.0,323.0,True,304.0,0
646976,9500023519931825,1,0,1,1,170.49,22.0,81.0,False,51.0,0
21362345,9600147044021825,0,0,1,0,32.0,0.0,100.0,False,70.0,1
15138057,9500215893911825,1,0,0,1,113.0,0.0,14.0,False,-16.0,0
6170495,9500088059921825,1,0,1,1,181.44,0.0,199.0,False,169.0,0
19437390,9600096527561825,1,0,1,1,105.0,33.0,45.0,False,15.0,1
10988169,9500139690721825,1,1,1,1,224.49,78.5,19.0,True,2.0,0
5891912,9500084744841825,1,0,1,0,135.44,20.0,87.0,False,57.0,0
20456414,9600121357241825,0,0,1,0,21.0,0.0,84.0,True,70.0,1
17412690,9600051239921825,1,1,1,0,160.93,48.0,364.0,False,334.0,1
10728762,9500136903301825,1,1,1,0,156.43,0.0,214.0,False,184.0,0
1822786,9500039266601825,1,1,1,0,204.48000000000002,34.0,89.0,False,59.0,0
13252617,9500164101651825,1,0,0,0,0.0,0.0,117.0,True,89.0,0
9081644,9500120018281825,1,0,1,0,0.0,0.0,51.0,True,30.0,0
8776030,9500116601291825,0,0,1,0,0.0,0.0,178.0,True,169.0,0
2947849,9500050352211825,1,1,1,0,0.0,0.0,24.0,True,11.0,0
8681821,9500115445881825,1,0,1,0,0.0,0.0,79.0,True,66.0,0
15589744,9500238090111825,1,1,1,1,192.49,77.5,7.0,False,-23.0,0
13564457,9500167081391825,1,0,0,1,103.0,0.0,30.0,False,0.0,0
16033941,9600023079601825,0,0,1,0,47.49,4.0,174.0,False,144.0,1
15107963,9500214939901825,1,1,1,0,0.0,0.0,8.0,True,-15.0,0
7254505,9500099342391825,0,0,1,0,68.99,0.0,428.0,True,426.0,0
16291778,9600027566531825,0,0,1,0,25.99,0.0,61.0,True,45.0,1
22180557,9600169460351825,1,0,1,0,0.0,0.0,23.0,True,-1.0,1
13239964,9500163981881825,1,0,1,1,190.49,16.0,175.0,False,145.0,0
21943884,9600161165711825,1,1,1,0,118.94,24.0,358.0,False,328.0,1
4686750,9500071777811825,1,0,0,1,98.95,0.0,258.0,True,249.0,0
11768442,9500148318831825,0,0,1,0,77.49,0.0,416.0,False,386.0,0
8602452,9500114650651825,0,0,1,0,0.0,0.0,222.0,False,192.0,0
4345961,9500068010921825,0,0,1,0,68.99,0.0,89.0,True,80.0,0
6463953,9500091047751825,1,1,1,1,237.48,30.0,289.0,False,259.0,0
3703997,9500060803821825,1,0,1,0,0.0,0.0,332.0,True,319.0,0
4811834,9500072593571825,0,0,1,0,69.49,0.0,439.0,True,413.0,0
15159939,9500216605561825,1,1,1,1,187.49,0.0,14.0,False,-16.0,0
16384424,9600028440791825,1,1,1,0,105.94,26.0,220.0,False,190.0,1
14613797,9500198492941825,1,1,0,1,142.99,26.0,20.0,False,-10.0,0
11536702,9500145847711825,1,0,0,1,103.0,0.0,85.0,False,55.0,0
11993320,9500150533391825,1,0,0,1,103.0,0.0,73.0,False,43.0,0
10997563,9500139757721825,1,1,1,0,142.94,0.0,42.0,False,12.0,0
14659838,9500200000691825,1,1,1,0,0.0,0.0,12.0,True,-10.0,0
15019350,9500211694341825,1,1,1,0,0.0,0.0,3.0,True,-14.0,0
2584854,9500046577851825,1,0,1,1,145.49,36.0,159.0,False,129.0,0
5597513,9500081136941825,1,0,0,0,0.0,0.0,101.0,True,82.0,0
15001286,9500211140421825,1,0,0,0,0.0,0.0,12.0,True,-14.0,0
12696117,9500159068741825,1,1,1,1,180.44,0.0,187.0,False,157.0,0
5561234,9500080863041825,1,0,1,0,117.99000000000001,25.0,203.0,False,173.0,0
16289988,9600027552341825,0,0,1,0,2.99,0.0,75.0,False,45.0,1
2552129,9500046187121825,0,0,1,0,0.0,0.0,148.0,True,132.0,0
23233882,9600252635701825,1,0,0,1,85.0,23.0,1.0,False,-29.0,1
3581554,9500059542561825,1,1,1,0,52.99,0.0,121.0,True,117.0,0
19185052,9600088892191825,1,1,1,0,147.93,0.0,113.0,True,99.0,1
12482376,9500157441681825,0,1,1,0,84.49000000000001,39.5,38.0,False,8.0,0
17646254,9600054629371825,1,1,1,0,129.93,22.0,347.0,True,334.0,1
493155,9500021507911825,1,0,1,0,0.0,0.0,75.0,True,52.0,0
18454164,9600068945911825,1,0,1,1,111.95,15.0,14.0,True,9.0,1
7127440,9500098078561825,1,0,1,1,160.5,83.0,119.0,False,89.0,0
21237944,9600143137901825,1,0,1,0,0.0,0.0,16.0,True,9.0,1
15449876,9500228456771825,1,1,1,1,185.99,54.0,10.0,False,-20.0,0
15019441,9500211695411825,1,0,0,0,0.0,0.0,13.0,True,-14.0,0
10556862,9500135688741825,1,0,1,0,177.44,0.0,315.0,False,285.0,0
3567434,9500059119421825,0,0,1,0,32.5,0.0,111.0,False,81.0,0
5956027,9500085378761825,1,0,1,1,128.0,43.0,84.0,False,54.0,0
19583614,9600100198621825,1,0,1,1,25.0,0.0,88.0,False,58.0,1
12867343,9500160256331825,1,1,1,1,198.49,67.0,34.0,False,4.0,0
13265275,9500164196951825,1,0,1,1,151.5,20.0,36.0,False,6.0,0
22285465,9600176242841825,1,0,0,0,0.0,0.0,12.0,True,-3.0,1
2303599,9500043549871825,0,0,1,0,69.49,0.0,94.0,False,64.0,0
12945354,9500160715791825,0,0,1,0,77.49,0.0,196.0,False,166.0,0
9526246,9500124396631825,1,1,1,0,0.0,0.0,17.0,True,9.0,0
11836292,9500148753691825,0,0,1,0,69.49,0.0,153.0,False,123.0,0
17898700,9600059374171825,0,1,1,0,0.0,0.0,341.0,True,332.0,1
20188714,9600113917401825,1,1,1,0,126.99000000000001,54.0,112.0,False,82.0,1
1330266,9500032976661825,0,1,1,0,113.47999999999999,0.0,60.0,False,30.0,0
8955206,9500118884981825,1,0,0,1,90.0,0.0,28.0,True,27.0,0
7333812,9500100805681825,1,1,1,0,0.0,0.0,15.0,True,9.0,0
3726406,9500061057671825,1,1,1,1,227.48,32.0,126.0,False,96.0,0
15987186,9600022162521825,1,0,1,0,83.0,20.0,149.0,True,148.0,1
22982549,9600216757101825,1,1,1,0,0.0,0.0,9.0,True,-16.0,1
7338294,9500100916491825,1,0,1,0,140.44,0.0,71.0,False,41.0,0
421572,9500020477811825,1,0,1,0,0.0,0.0,165.0,True,151.0,0
10731633,9500136923021825,1,1,1,1,227.48,0.0,213.0,False,183.0,0
3259983,9500055461021825,1,0,0,0,83.0,20.0,49.0,False,19.0,0
8787078,9500116687751825,1,1,0,1,136.99,0.0,113.0,False,83.0,0
17426631,9600051603901825,1,1,1,1,159.94,26.0,224.0,False,194.0,1
9151509,9500120576971825,0,0,1,0,0.0,0.0,150.0,False,120.0,0
18688582,9600076683821825,0,1,0,0,0.0,0.0,170.0,True,163.0,1
15448491,9500228406781825,1,1,0,0,0.0,0.0,2.0,True,-20.0,0
15672071,9500245880021825,1,0,1,1,135.5,35.5,3.0,False,-27.0,0
15680860,9500247353481825,1,1,0,1,156.99,38.0,3.0,False,-27.0,0
23202056,9600243741961825,0,0,1,0,25.0,0.0,4.0,False,-26.0,1
9564261,9500124940981825,1,0,1,1,156.5,48.0,80.0,False,50.0,0
4661992,9500071611321825,1,0,1,1,180.49,28.0,380.0,False,350.0,0
4453444,9500069823221825,1,0,0,1,0.0,0.0,34.0,True,28.0,0
12206726,9500153463291825,1,1,1,1,233.98000000000002,25.0,56.0,True,43.0,0
20714561,9600130278701825,1,0,1,0,0.0,0.0,126.0,True,102.0,1
7374872,9500101493481825,1,1,1,1,227.44,0.0,39.0,False,9.0,0
5227913,9500077442341825,1,1,0,1,173.94,0.0,157.0,False,127.0,0
8335947,9500112257331825,0,0,1,0,0.0,0.0,139.0,True,115.0,0
7499544,9500102669931825,1,0,0,1,103.0,0.0,35.0,False,5.0,0
1802354,9500039111831825,1,1,1,1,193.44,34.0,236.0,False,206.0,0
19869891,9600107706701825,1,0,0,0,61.95,0.0,105.0,True,92.0,1
13533097,9500166204251825,0,0,1,0,69.49,0.0,281.0,False,251.0,0
13899622,9500179283631825,1,0,0,0,0.0,25.0,4.0,True,-3.0,0
10003402,9500129693621825,1,0,1,0,152.44,0.0,396.0,False,366.0,0
14624018,9500198841501825,0,0,1,0,0.0,0.0,20.0,False,-10.0,0
11986961,9500150434391825,0,1,1,0,77.98,20.0,19.0,True,15.0,0
14270451,9500188404841825,0,0,1,0,25.0,0.0,24.0,False,-6.0,0
19908739,9600108351681825,1,0,1,1,122.94,0.0,384.0,False,354.0,1
10577634,9500135812731825,1,1,1,0,225.43,0.0,315.0,False,285.0,0
20293748,9600115990291825,1,0,1,0,96.94,0.0,74.0,False,44.0,1
14755944,9500203125061825,1,1,1,0,0.0,0.0,19.0,True,-11.0,0
17809308,9600058166111825,1,1,1,0,146.93,0.0,89.0,False,59.0,1
16305394,9600027688491825,0,0,1,0,0.0,0.0,119.0,True,109.0,1
5348773,9500078918781825,1,0,0,1,93.0,0.0,76.0,False,46.0,0
12627358,9500158613271825,1,1,1,1,214.49,0.0,267.0,False,237.0,0
6639070,9500093213121825,0,0,1,0,0.0,10.0,370.0,True,364.0,0
11795564,9500148504121825,0,0,1,0,27.5,18.0,455.0,False,425.0,0
